epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1754.55,1.6608,1.62433,1.56998,0.56955,0.44756,0.47938,0.27046,1.65731,1.47551,1.49111,0.00103767,0.00103767,0.00103767
22,1837.58,1.68135,1.62461,1.5698,0.54729,0.46924,0.48267,0.26098,1.69336,1.51399,1.49648,0.00103401,0.00103401,0.00103401
23,1920.71,1.64916,1.59023,1.54509,0.52658,0.47704,0.47513,0.25879,1.67715,1.4684,1.51232,0.00103034,0.00103034,0.00103034
24,2004.01,1.62992,1.58392,1.55416,0.50151,0.40617,0.4304,0.23621,1.67894,1.59562,1.50124,0.00102668,0.00102668,0.00102668
25,2087.55,1.62559,1.57435,1.55437,0.52879,0.43043,0.44267,0.23471,1.72506,1.5879,1.52322,0.00102301,0.00102301,0.00102301
26,2170.85,1.61653,1.55349,1.53417,0.57658,0.44255,0.47744,0.26792,1.68261,1.51033,1.52763,0.00101934,0.00101934,0.00101934
27,2254.16,1.62956,1.56287,1.54754,0.51314,0.49154,0.49208,0.27224,1.6374,1.42874,1.47374,0.00101568,0.00101568,0.00101568
28,2336.33,1.61197,1.53569,1.52145,0.49996,0.51918,0.49636,0.27553,1.63,1.39266,1.4798,0.00101201,0.00101201,0.00101201
29,2418.97,1.58912,1.48222,1.53381,0.5373,0.49816,0.4872,0.2704,1.65131,1.47812,1.47472,0.00100834,0.00100834,0.00100834
30,2501.3,1.61691,1.51276,1.53082,0.51031,0.50587,0.48486,0.2708,1.63403,1.37263,1.47153,0.00100468,0.00100468,0.00100468
31,2584.52,1.61526,1.5217,1.5394,0.61915,0.45821,0.4921,0.2746,1.64852,1.42882,1.46544,0.00100101,0.00100101,0.00100101
32,2667.75,1.60333,1.50705,1.50626,0.55555,0.4807,0.47967,0.27415,1.61785,1.41122,1.458,0.000997345,0.000997345,0.000997345
33,2751.16,1.61198,1.45604,1.50645,0.54172,0.50536,0.50218,0.28056,1.64366,1.43085,1.48197,0.000993678,0.000993678,0.000993678
34,2833.59,1.56203,1.44351,1.50828,0.61011,0.50444,0.54128,0.29675,1.61295,1.32437,1.44631,0.000990012,0.000990012,0.000990012
35,2916.5,1.61099,1.51508,1.53111,0.54086,0.51377,0.50606,0.27684,1.65863,1.4207,1.47923,0.000986346,0.000986346,0.000986346
36,2999.97,1.61562,1.48441,1.50608,0.55891,0.49795,0.50243,0.28098,1.61853,1.37118,1.4566,0.000982679,0.000982679,0.000982679
37,3082.72,1.5827,1.47848,1.51659,0.55667,0.51904,0.51956,0.29141,1.62279,1.32977,1.46899,0.000979013,0.000979013,0.000979013
38,3165.56,1.58343,1.43958,1.49889,0.58903,0.49728,0.53528,0.3051,1.60321,1.35611,1.45693,0.000975347,0.000975347,0.000975347
39,3247.82,1.57089,1.38692,1.49196,0.58255,0.52899,0.54814,0.30962,1.57271,1.26692,1.42973,0.000971681,0.000971681,0.000971681
40,3329.98,1.53518,1.37454,1.47687,0.63289,0.52255,0.54846,0.30446,1.60331,1.28758,1.445,0.000968014,0.000968014,0.000968014
41,3412.73,1.55651,1.38669,1.47982,0.62192,0.51647,0.53738,0.30351,1.64558,1.32421,1.4682,0.000964348,0.000964348,0.000964348
42,3495.17,1.54003,1.36382,1.46782,0.59726,0.52982,0.53109,0.30325,1.61345,1.28333,1.45977,0.000960682,0.000960682,0.000960682
43,3577.74,1.5285,1.37396,1.47503,0.55785,0.54194,0.55121,0.31031,1.62218,1.3012,1.44572,0.000957015,0.000957015,0.000957015
44,3660.13,1.52054,1.37949,1.47539,0.56093,0.53757,0.53881,0.31093,1.62107,1.26876,1.46323,0.000953349,0.000953349,0.000953349
45,3743.07,1.56991,1.39039,1.4935,0.57568,0.48502,0.50849,0.29835,1.61972,1.3554,1.46258,0.000949683,0.000949683,0.000949683
46,3826.18,1.54095,1.35402,1.47154,0.61614,0.49883,0.51908,0.29403,1.59563,1.32214,1.44196,0.000946016,0.000946016,0.000946016
47,3909.35,1.54943,1.39632,1.48768,0.54757,0.4935,0.50128,0.28457,1.59759,1.33194,1.44874,0.00094235,0.00094235,0.00094235
48,3991.41,1.51324,1.35264,1.47278,0.59629,0.54845,0.55281,0.30812,1.60035,1.29175,1.43261,0.000938684,0.000938684,0.000938684
49,4073.5,1.52184,1.33002,1.45528,0.60303,0.53841,0.55223,0.31939,1.59261,1.26059,1.43639,0.000935018,0.000935018,0.000935018
50,4155.78,1.53788,1.3557,1.4848,0.57831,0.53182,0.54262,0.30589,1.59266,1.25222,1.43532,0.000931351,0.000931351,0.000931351
51,4237.96,1.53315,1.35607,1.46791,0.56026,0.52247,0.51737,0.29934,1.62992,1.30786,1.44988,0.000927685,0.000927685,0.000927685
52,4320.4,1.52801,1.35101,1.47485,0.64794,0.5275,0.56725,0.31999,1.59072,1.28459,1.43074,0.000924019,0.000924019,0.000924019
53,4402.67,1.50342,1.31727,1.45518,0.61545,0.53981,0.53924,0.31409,1.57571,1.2947,1.41701,0.000920352,0.000920352,0.000920352
54,4485.32,1.51827,1.30894,1.45325,0.55819,0.53534,0.54452,0.30853,1.593,1.29984,1.43697,0.000916686,0.000916686,0.000916686
55,4568.58,1.55237,1.31791,1.46588,0.60237,0.57264,0.58636,0.33243,1.56091,1.21951,1.41757,0.00091302,0.00091302,0.00091302
56,4651.82,1.49531,1.32528,1.44519,0.58158,0.52429,0.52656,0.29991,1.57764,1.30463,1.41876,0.000909353,0.000909353,0.000909353
57,4735.34,1.52448,1.30864,1.44385,0.62956,0.5131,0.55237,0.31797,1.60164,1.24257,1.43188,0.000905687,0.000905687,0.000905687
58,4817.3,1.51128,1.3068,1.45175,0.66021,0.49072,0.54118,0.30773,1.5961,1.26865,1.45473,0.000902021,0.000902021,0.000902021
59,4899.93,1.50541,1.26664,1.43778,0.62695,0.56231,0.55326,0.31432,1.59185,1.25805,1.43056,0.000898355,0.000898355,0.000898355
60,4981.86,1.47048,1.26316,1.42921,0.59859,0.57279,0.5835,0.32985,1.5772,1.25591,1.43039,0.000894688,0.000894688,0.000894688
61,5064.63,1.4863,1.25454,1.42004,0.60695,0.55835,0.55239,0.31261,1.58892,1.22809,1.41903,0.000891022,0.000891022,0.000891022
62,5146.76,1.50352,1.26051,1.43582,0.60735,0.51169,0.545,0.3166,1.58565,1.26331,1.43893,0.000887356,0.000887356,0.000887356
63,5228.68,1.47667,1.24465,1.43168,0.62767,0.56569,0.5596,0.32439,1.59031,1.19362,1.4362,0.000883689,0.000883689,0.000883689
64,5311.4,1.51162,1.28708,1.43425,0.63238,0.52713,0.54994,0.32185,1.56099,1.2222,1.41031,0.000880023,0.000880023,0.000880023
65,5393.3,1.47773,1.28556,1.44922,0.6285,0.55671,0.57307,0.32004,1.58706,1.21814,1.42749,0.000876357,0.000876357,0.000876357
66,5475.75,1.44851,1.22743,1.40066,0.56167,0.55003,0.54651,0.31024,1.58888,1.23757,1.43301,0.000872691,0.000872691,0.000872691
67,5558.17,1.50024,1.26623,1.42597,0.60837,0.55557,0.56235,0.32182,1.5886,1.2361,1.43999,0.000869024,0.000869024,0.000869024
68,5640.76,1.47174,1.24983,1.42389,0.61488,0.53286,0.55811,0.31706,1.59566,1.25495,1.43019,0.000865358,0.000865358,0.000865358
69,5722.55,1.48502,1.2494,1.42049,0.6043,0.56589,0.56278,0.31576,1.61024,1.22892,1.4426,0.000861692,0.000861692,0.000861692
70,5804.45,1.4592,1.23296,1.41474,0.60285,0.54443,0.56292,0.3288,1.55689,1.19401,1.41503,0.000858025,0.000858025,0.000858025
71,5886.2,1.45938,1.24425,1.4227,0.64668,0.54693,0.57803,0.32268,1.56712,1.17941,1.43717,0.000854359,0.000854359,0.000854359
72,5968.12,1.44594,1.21512,1.40232,0.61018,0.5795,0.58639,0.32126,1.58874,1.19854,1.42886,0.000850693,0.000850693,0.000850693
73,6050.22,1.45824,1.19004,1.40259,0.6367,0.55404,0.57025,0.32613,1.56851,1.21592,1.41388,0.000847026,0.000847026,0.000847026
74,6132.39,1.44895,1.21569,1.41843,0.6202,0.57178,0.57806,0.33155,1.58002,1.19478,1.42674,0.00084336,0.00084336,0.00084336
75,6214.71,1.47822,1.21366,1.41166,0.70027,0.55505,0.59603,0.33685,1.57788,1.1531,1.42887,0.000839694,0.000839694,0.000839694
76,6297.03,1.42901,1.16768,1.39291,0.63884,0.57227,0.56217,0.32904,1.55802,1.18234,1.42221,0.000836027,0.000836027,0.000836027
77,6380.07,1.47599,1.21699,1.40181,0.64176,0.55355,0.57716,0.33521,1.5704,1.18532,1.425,0.000832361,0.000832361,0.000832361
78,6462.54,1.4262,1.18953,1.39262,0.635,0.54634,0.57895,0.33802,1.5463,1.14259,1.41135,0.000828695,0.000828695,0.000828695
79,6545.07,1.43091,1.19408,1.39139,0.64903,0.58117,0.59165,0.33807,1.52171,1.15003,1.38657,0.000825029,0.000825029,0.000825029
80,6627.01,1.45103,1.17912,1.38902,0.64044,0.57017,0.58324,0.34112,1.54061,1.1151,1.4118,0.000821362,0.000821362,0.000821362
81,6708.48,1.41198,1.16449,1.38249,0.66004,0.5617,0.59006,0.33777,1.55579,1.14035,1.41753,0.000817696,0.000817696,0.000817696
82,6790.16,1.40543,1.18107,1.38784,0.67273,0.57047,0.58101,0.33091,1.57992,1.15951,1.42962,0.00081403,0.00081403,0.00081403
83,6872.4,1.43099,1.17749,1.40345,0.65682,0.56855,0.59427,0.34592,1.55286,1.1599,1.41571,0.000810363,0.000810363,0.000810363
84,6954.31,1.42237,1.14511,1.38759,0.65779,0.56213,0.58269,0.33772,1.55411,1.14377,1.41264,0.000806697,0.000806697,0.000806697
85,7036.25,1.41246,1.15279,1.38477,0.63257,0.58844,0.60186,0.34539,1.55053,1.12801,1.40879,0.000803031,0.000803031,0.000803031
86,7118.39,1.38574,1.12411,1.36794,0.65252,0.58671,0.58739,0.33922,1.55127,1.13041,1.42031,0.000799365,0.000799365,0.000799365
87,7200.94,1.41569,1.13263,1.35855,0.61228,0.5715,0.58492,0.34433,1.53688,1.13634,1.40396,0.000795698,0.000795698,0.000795698
88,7283.58,1.39721,1.12832,1.37057,0.66614,0.57539,0.59052,0.34883,1.5496,1.10808,1.41948,0.000792032,0.000792032,0.000792032
89,7365.19,1.40631,1.1319,1.37825,0.65712,0.55153,0.57993,0.33539,1.53606,1.1454,1.40575,0.000788366,0.000788366,0.000788366
90,7447.1,1.39845,1.13218,1.36731,0.64699,0.55779,0.59565,0.35139,1.52688,1.15622,1.39525,0.000784699,0.000784699,0.000784699
91,7529.24,1.40377,1.12723,1.36522,0.63599,0.54099,0.57306,0.33917,1.54508,1.13665,1.41505,0.000781033,0.000781033,0.000781033
92,7610.96,1.39997,1.10646,1.37617,0.61139,0.58411,0.58841,0.34509,1.53561,1.12351,1.41223,0.000777367,0.000777367,0.000777367
93,7692.87,1.40845,1.11218,1.3701,0.63256,0.57993,0.58894,0.34174,1.56395,1.1501,1.42654,0.0007737,0.0007737,0.0007737
94,7775,1.39181,1.12331,1.36982,0.67627,0.56223,0.60086,0.34623,1.52885,1.13912,1.4028,0.000770034,0.000770034,0.000770034
95,7856.91,1.40374,1.12427,1.38171,0.6592,0.59163,0.60074,0.34562,1.52097,1.08552,1.40803,0.000766368,0.000766368,0.000766368
96,7939.2,1.40228,1.12554,1.36805,0.68939,0.58835,0.60335,0.3481,1.52044,1.10431,1.39733,0.000762702,0.000762702,0.000762702
97,8021.32,1.41002,1.09751,1.36217,0.68623,0.55886,0.58967,0.34674,1.52598,1.11842,1.39929,0.000759035,0.000759035,0.000759035
98,8103.65,1.34005,1.09489,1.35209,0.64268,0.57675,0.59081,0.34632,1.51586,1.12275,1.40069,0.000755369,0.000755369,0.000755369
99,8186.66,1.38072,1.11401,1.35564,0.66216,0.54796,0.59713,0.35187,1.50912,1.13793,1.39493,0.000751703,0.000751703,0.000751703
100,8268.64,1.38476,1.07897,1.34618,0.68857,0.56129,0.59858,0.34959,1.50629,1.10605,1.40044,0.000748036,0.000748036,0.000748036
101,8349.95,1.37517,1.08373,1.35507,0.67792,0.54952,0.58684,0.34844,1.53553,1.12328,1.41669,0.00074437,0.00074437,0.00074437
102,8431.74,1.38692,1.09731,1.37259,0.65878,0.5682,0.57617,0.34481,1.52777,1.11425,1.40249,0.000740704,0.000740704,0.000740704
103,8513.5,1.36499,1.09248,1.34789,0.68162,0.57983,0.61278,0.36228,1.52408,1.08255,1.39367,0.000737037,0.000737037,0.000737037
104,8595.64,1.33758,1.04352,1.31963,0.64848,0.5862,0.60873,0.35581,1.50861,1.08359,1.3858,0.000733371,0.000733371,0.000733371
105,8677.62,1.32093,1.04015,1.32986,0.67131,0.56488,0.57781,0.33686,1.53824,1.11404,1.41284,0.000729705,0.000729705,0.000729705
106,8759.95,1.38369,1.06429,1.33655,0.66576,0.60767,0.61233,0.35983,1.52398,1.09374,1.3951,0.000726038,0.000726038,0.000726038
107,8841.94,1.35308,1.06733,1.3477,0.64409,0.58246,0.59406,0.35374,1.51999,1.10762,1.40762,0.000722372,0.000722372,0.000722372
108,8924.32,1.33702,1.03767,1.3427,0.69306,0.5687,0.60121,0.35906,1.50015,1.09878,1.39156,0.000718706,0.000718706,0.000718706
109,9006.75,1.38189,1.09586,1.34558,0.66765,0.59292,0.60557,0.35941,1.5281,1.14361,1.41201,0.00071504,0.00071504,0.00071504
110,9089.25,1.36145,1.05583,1.32641,0.68815,0.58048,0.61093,0.34998,1.51409,1.08256,1.40645,0.000711373,0.000711373,0.000711373
111,9171.66,1.36161,1.05938,1.34112,0.6695,0.56306,0.59387,0.35368,1.5223,1.0844,1.40669,0.000707707,0.000707707,0.000707707
112,9253.71,1.34974,1.05357,1.32878,0.67062,0.58191,0.60104,0.35148,1.52655,1.104,1.40974,0.000704041,0.000704041,0.000704041
113,9335.21,1.34034,1.04592,1.32699,0.67331,0.57468,0.60136,0.36361,1.49215,1.05666,1.38309,0.000700374,0.000700374,0.000700374
114,9416.78,1.34963,1.05442,1.34056,0.69701,0.57898,0.60002,0.35881,1.5055,1.07798,1.39094,0.000696708,0.000696708,0.000696708
115,9498.5,1.32204,1.03613,1.32746,0.70329,0.5686,0.61447,0.36336,1.52357,1.06918,1.40883,0.000693042,0.000693042,0.000693042
116,9580.5,1.34499,1.0294,1.32444,0.7027,0.57111,0.62198,0.36442,1.51281,1.08847,1.39341,0.000689376,0.000689376,0.000689376
117,9663.39,1.3371,1.03908,1.32191,0.67909,0.60003,0.61085,0.35958,1.52027,1.10837,1.4025,0.000685709,0.000685709,0.000685709
118,9745.47,1.32689,1.00663,1.31255,0.69242,0.57103,0.61838,0.37273,1.51227,1.04763,1.39652,0.000682043,0.000682043,0.000682043
119,9827.71,1.3359,1.02344,1.32808,0.67366,0.582,0.60493,0.36234,1.5103,1.09049,1.38675,0.000678377,0.000678377,0.000678377
120,9910.31,1.3252,1.02009,1.31543,0.69616,0.58961,0.6155,0.37081,1.51832,1.06567,1.37774,0.00067471,0.00067471,0.00067471
121,9991.73,1.32068,1.0276,1.3227,0.65424,0.58008,0.60519,0.35853,1.52839,1.0611,1.41184,0.000671044,0.000671044,0.000671044
122,10073.4,1.30199,1.02171,1.3177,0.71001,0.58779,0.62979,0.37181,1.48839,1.0323,1.37799,0.000667378,0.000667378,0.000667378
123,10155.5,1.32849,1.02162,1.31561,0.6981,0.58817,0.62158,0.37021,1.49858,1.05023,1.3813,0.000663711,0.000663711,0.000663711
124,10237,1.34478,1.02773,1.34113,0.67356,0.58313,0.60718,0.36231,1.50332,1.04821,1.39838,0.000660045,0.000660045,0.000660045
125,10318.7,1.32184,0.99491,1.31173,0.6586,0.58983,0.5934,0.35698,1.49876,1.06284,1.39614,0.000656379,0.000656379,0.000656379
126,10400.7,1.33496,1.00268,1.33,0.66377,0.59653,0.60701,0.36357,1.49508,1.07091,1.39115,0.000652712,0.000652712,0.000652712
127,10483.2,1.35379,1.01506,1.30868,0.69138,0.58936,0.61468,0.3687,1.47462,1.03733,1.37384,0.000649046,0.000649046,0.000649046
128,10565.5,1.28667,0.97814,1.29182,0.67335,0.6123,0.61771,0.36606,1.49254,1.07093,1.38313,0.00064538,0.00064538,0.00064538
129,10647.7,1.28501,0.99483,1.30774,0.63563,0.60769,0.60644,0.35901,1.49519,1.0474,1.38045,0.000641714,0.000641714,0.000641714
130,10730.5,1.33083,1.00216,1.31318,0.65558,0.61182,0.62875,0.3764,1.49308,1.04358,1.38375,0.000638047,0.000638047,0.000638047
131,10813.1,1.30464,1.00082,1.31066,0.63877,0.59348,0.59584,0.36199,1.50874,1.06594,1.39408,0.000634381,0.000634381,0.000634381
132,10895.5,1.32579,0.99034,1.3076,0.66493,0.61304,0.6269,0.37236,1.47691,1.0454,1.37275,0.000630715,0.000630715,0.000630715
133,10977.2,1.30733,0.98545,1.30009,0.6361,0.60446,0.62359,0.37449,1.48185,1.04182,1.36854,0.000627048,0.000627048,0.000627048
134,11058.7,1.28271,0.96424,1.28968,0.6707,0.5915,0.61557,0.375,1.49036,1.09058,1.37403,0.000623382,0.000623382,0.000623382
135,11140.5,1.31247,0.9912,1.3058,0.70255,0.60018,0.62316,0.37422,1.4945,1.06135,1.38675,0.000619716,0.000619716,0.000619716
136,11222.6,1.29569,0.98216,1.29823,0.68177,0.58744,0.60958,0.37312,1.48467,1.0593,1.37428,0.000616049,0.000616049,0.000616049
137,11304.1,1.30373,0.99418,1.31695,0.71474,0.57549,0.61522,0.36925,1.48822,1.05399,1.37177,0.000612383,0.000612383,0.000612383
138,11386.3,1.31864,0.99357,1.29892,0.67613,0.59246,0.62681,0.3767,1.48336,1.05478,1.37371,0.000608717,0.000608717,0.000608717
139,11468.8,1.31191,0.99044,1.29804,0.70709,0.59551,0.63122,0.37667,1.47369,1.04419,1.37491,0.000605051,0.000605051,0.000605051
140,11551.2,1.28432,0.96829,1.29574,0.68745,0.60011,0.61817,0.37214,1.47619,1.03864,1.37731,0.000601384,0.000601384,0.000601384
141,11633.8,1.27899,0.95839,1.28612,0.69648,0.58676,0.63056,0.38461,1.46036,1.0179,1.35665,0.000597718,0.000597718,0.000597718
142,11716.5,1.28589,0.95275,1.28925,0.65906,0.58695,0.6105,0.37522,1.47529,1.03485,1.37308,0.000594052,0.000594052,0.000594052
143,11798.8,1.27708,0.97698,1.29567,0.67791,0.59372,0.62009,0.37654,1.4718,1.05509,1.37294,0.000590385,0.000590385,0.000590385
144,11880.5,1.25749,0.9335,1.27736,0.67956,0.6184,0.63166,0.38016,1.4546,1.02002,1.35582,0.000586719,0.000586719,0.000586719
145,11962,1.27911,0.9515,1.28934,0.69747,0.61635,0.63258,0.38075,1.45575,1.02076,1.36196,0.000583053,0.000583053,0.000583053
146,12043.7,1.27044,0.93453,1.27666,0.74401,0.58166,0.63969,0.39058,1.46521,1.01531,1.36623,0.000579386,0.000579386,0.000579386
147,12125.6,1.30374,0.96137,1.29049,0.71049,0.60404,0.62413,0.37417,1.47531,1.04087,1.37691,0.00057572,0.00057572,0.00057572
148,12207.5,1.276,0.95003,1.27838,0.72528,0.59011,0.62716,0.37553,1.4823,1.03069,1.38259,0.000572054,0.000572054,0.000572054
149,12289.7,1.28317,0.94216,1.28564,0.71369,0.58449,0.61661,0.37357,1.46706,1.04829,1.36927,0.000568388,0.000568388,0.000568388
150,12371.9,1.23169,0.91029,1.25643,0.67998,0.6089,0.61993,0.37216,1.47131,1.05943,1.37042,0.000564721,0.000564721,0.000564721
151,12454.3,1.30402,0.97048,1.29224,0.67929,0.62109,0.62522,0.37926,1.47026,1.04703,1.35532,0.000561055,0.000561055,0.000561055
152,12536.7,1.28115,0.96062,1.2877,0.70891,0.5967,0.61755,0.37851,1.45652,1.03465,1.37174,0.000557389,0.000557389,0.000557389
153,12618.7,1.27052,0.94157,1.27596,0.68374,0.59461,0.6196,0.37728,1.46321,1.02068,1.37488,0.000553722,0.000553722,0.000553722
154,12700.6,1.27071,0.93243,1.26926,0.71899,0.58527,0.62379,0.38746,1.46221,1.02889,1.37251,0.000550056,0.000550056,0.000550056
155,12782.4,1.25457,0.93103,1.26933,0.7322,0.593,0.63858,0.39176,1.44501,1.00276,1.35699,0.00054639,0.00054639,0.00054639
156,12864.2,1.25263,0.9138,1.2636,0.71828,0.60656,0.61785,0.37854,1.46682,1.0394,1.36602,0.000542723,0.000542723,0.000542723
157,12946.5,1.25985,0.92256,1.26496,0.72546,0.6045,0.62985,0.38611,1.4546,1.0126,1.3732,0.000539057,0.000539057,0.000539057
158,13028.4,1.25101,0.92481,1.26665,0.74698,0.60238,0.63542,0.38796,1.45326,1.02454,1.3678,0.000535391,0.000535391,0.000535391
159,13110.5,1.23781,0.90228,1.2421,0.72121,0.61513,0.64188,0.39139,1.45025,1.00033,1.37045,0.000531725,0.000531725,0.000531725
160,13192.4,1.21515,0.89809,1.25569,0.7217,0.60231,0.62774,0.38604,1.45296,1.01291,1.36788,0.000528058,0.000528058,0.000528058
161,13274.8,1.2289,0.89421,1.25945,0.73546,0.5907,0.62692,0.3819,1.46107,1.01209,1.36979,0.000524392,0.000524392,0.000524392
162,13357.4,1.2437,0.89763,1.26327,0.73418,0.58887,0.64366,0.39516,1.46156,1.01097,1.37316,0.000520726,0.000520726,0.000520726
163,13439.7,1.221,0.88689,1.2504,0.70813,0.60844,0.6426,0.39364,1.453,1.01821,1.35887,0.000517059,0.000517059,0.000517059
164,13521.4,1.24667,0.92991,1.26275,0.72386,0.58365,0.63088,0.38069,1.44907,1.02433,1.35561,0.000513393,0.000513393,0.000513393
165,13603.1,1.21648,0.88263,1.24303,0.70546,0.59368,0.62987,0.38298,1.45551,1.01295,1.36368,0.000509727,0.000509727,0.000509727
166,13684.8,1.21388,0.88913,1.23645,0.69584,0.58788,0.62721,0.38305,1.44927,1.0056,1.35682,0.00050606,0.00050606,0.00050606
167,13766.9,1.24794,0.88904,1.24265,0.70641,0.57389,0.61417,0.37799,1.45954,1.03193,1.36784,0.000502394,0.000502394,0.000502394
168,13848.9,1.20611,0.87742,1.23106,0.67515,0.62796,0.63439,0.38457,1.46207,1.0164,1.38026,0.000498728,0.000498728,0.000498728
169,13931.9,1.25502,0.89369,1.24952,0.72363,0.59092,0.6322,0.38259,1.44921,1.01788,1.37198,0.000495062,0.000495062,0.000495062
170,14014.4,1.216,0.89146,1.23785,0.67844,0.6167,0.63572,0.38786,1.43725,0.99275,1.356,0.000491395,0.000491395,0.000491395
171,14096.5,1.20532,0.86927,1.24004,0.70698,0.59245,0.62999,0.38186,1.46143,1.04444,1.36424,0.000487729,0.000487729,0.000487729
172,14178.9,1.20238,0.8699,1.23961,0.741,0.56712,0.61628,0.38055,1.46261,1.02641,1.3677,0.000484063,0.000484063,0.000484063
173,14261.7,1.22366,0.88722,1.24279,0.7157,0.59115,0.6264,0.38952,1.43952,0.99125,1.35326,0.000480396,0.000480396,0.000480396
174,14343.4,1.2217,0.88606,1.24953,0.70659,0.59758,0.63843,0.39203,1.44487,1.00841,1.36472,0.00047673,0.00047673,0.00047673
175,14424.8,1.23438,0.89369,1.24463,0.71419,0.59393,0.62612,0.38284,1.44382,1.01882,1.35782,0.000473064,0.000473064,0.000473064
176,14506.8,1.23516,0.89486,1.25169,0.71186,0.59343,0.6335,0.38756,1.45109,1.00298,1.36517,0.000469397,0.000469397,0.000469397
177,14588.5,1.2213,0.90387,1.25687,0.72191,0.59113,0.64317,0.38867,1.44281,1.01088,1.35367,0.000465731,0.000465731,0.000465731
178,14670.4,1.2089,0.87889,1.23753,0.72772,0.59754,0.63761,0.38627,1.4455,1.00648,1.35875,0.000462065,0.000462065,0.000462065
179,14752.2,1.21655,0.8904,1.25031,0.74686,0.56646,0.6355,0.38936,1.45318,0.99637,1.37075,0.000458399,0.000458399,0.000458399
180,14833.6,1.20087,0.89251,1.24747,0.71814,0.59743,0.63592,0.39782,1.43164,0.98654,1.35242,0.000454732,0.000454732,0.000454732
181,14916,1.20299,0.87882,1.23548,0.68614,0.60489,0.63469,0.38971,1.44698,1.02478,1.36032,0.000451066,0.000451066,0.000451066
182,14998.2,1.18282,0.86577,1.22648,0.72598,0.57303,0.62457,0.38622,1.45041,1.01583,1.36402,0.0004474,0.0004474,0.0004474
183,15080.3,1.19778,0.87459,1.23689,0.69694,0.60377,0.63164,0.39051,1.44994,1.02458,1.36519,0.000443733,0.000443733,0.000443733
184,15163,1.19158,0.86461,1.23103,0.72136,0.60737,0.64597,0.3955,1.44637,1.00024,1.36321,0.000440067,0.000440067,0.000440067
