epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,9817.18,1.51594,1.29622,1.47041,0.66708,0.55213,0.59159,0.34063,1.57171,1.18957,1.40649,0.000806697,0.000806697,0.000806697
85,9933.58,1.52077,1.29898,1.46708,0.69305,0.55553,0.60745,0.34963,1.56243,1.14347,1.40095,0.000803031,0.000803031,0.000803031
86,10050,1.51416,1.27583,1.46704,0.69321,0.55675,0.58623,0.34304,1.54602,1.15074,1.39441,0.000799365,0.000799365,0.000799365
87,10166.8,1.50345,1.30681,1.47942,0.65675,0.57647,0.60215,0.34787,1.54151,1.19601,1.39167,0.000795698,0.000795698,0.000795698
88,10283.6,1.52993,1.32317,1.48992,0.65596,0.59956,0.62153,0.35138,1.56363,1.13065,1.40179,0.000792032,0.000792032,0.000792032
89,10400.6,1.53455,1.29905,1.46928,0.73019,0.56437,0.61456,0.352,1.56146,1.14836,1.39673,0.000788366,0.000788366,0.000788366
90,10517.8,1.51179,1.27251,1.45532,0.68547,0.58173,0.60715,0.35814,1.53591,1.13772,1.38918,0.000784699,0.000784699,0.000784699
91,10635,1.52786,1.30489,1.47864,0.66357,0.55116,0.58484,0.34253,1.56601,1.18502,1.41415,0.000781033,0.000781033,0.000781033
92,10750.9,1.51518,1.28849,1.46278,0.67272,0.54967,0.58427,0.33836,1.56394,1.20316,1.41059,0.000777367,0.000777367,0.000777367
93,10867.9,1.54827,1.28579,1.45932,0.59971,0.60503,0.59533,0.34164,1.5446,1.17018,1.39792,0.0007737,0.0007737,0.0007737
94,10984.3,1.51006,1.28001,1.45859,0.6888,0.56902,0.60181,0.34785,1.55065,1.1358,1.40463,0.000770034,0.000770034,0.000770034
95,11100.7,1.51603,1.26396,1.45541,0.63977,0.59092,0.59874,0.35245,1.56425,1.16987,1.41015,0.000766368,0.000766368,0.000766368
96,11217.3,1.50864,1.28201,1.46234,0.67452,0.56075,0.59024,0.35162,1.53629,1.15228,1.39947,0.000762702,0.000762702,0.000762702
97,11333.9,1.49261,1.26949,1.45036,0.65533,0.59754,0.60283,0.35204,1.55718,1.17196,1.41573,0.000759035,0.000759035,0.000759035
98,11450.7,1.50856,1.26492,1.46344,0.62745,0.58062,0.59519,0.34712,1.55909,1.18078,1.41693,0.000755369,0.000755369,0.000755369
99,11567.2,1.49513,1.24497,1.45671,0.6997,0.56709,0.60513,0.35418,1.5217,1.15297,1.38331,0.000751703,0.000751703,0.000751703
100,11684,1.52918,1.27871,1.45909,0.71407,0.58245,0.62187,0.36074,1.54706,1.12174,1.3915,0.000748036,0.000748036,0.000748036
101,11799.9,1.49411,1.24914,1.44266,0.65916,0.5965,0.61514,0.35666,1.54087,1.12715,1.38498,0.00074437,0.00074437,0.00074437
